,epoch_losses,accuracies,elapsed_time
0,2.2768823433730563,0.18486666666666668,11.707533596083522
1,2.0162760473914068,0.26526666666666665,18.071289129555225
2,1.8030360825991227,0.33753333333333335,23.913194589316845
3,1.6168899717977492,0.40646666666666664,29.46336300112307
4,1.4329633197541964,0.4799333333333333,35.0946503970772
5,1.292867343304521,0.5413333333333333,40.82109780423343
6,1.178585979392973,0.5908,46.39638188481331
7,1.1099695967415633,0.6198,52.042551724240184
8,1.0545170731463676,0.6397333333333334,58.01670387759805
9,0.9913458505929527,0.6661333333333334,63.734737399965525
10,0.9261533148207907,0.6886666666666666,69.39883441850543
11,0.8932890528339451,0.7022,74.94210152514279
12,0.8574604144540884,0.7140666666666666,80.55619705282152
13,0.8419335929013915,0.7200666666666666,86.17806616052985
14,0.8259184709039785,0.7306666666666667,91.84221704117954
15,0.8029056590492443,0.7354,97.44955394417048
16,0.7979360899682773,0.7378,103.31653333082795
17,0.7886113923484996,0.7417333333333334,108.87144828774035
18,0.7807228176270501,0.7417333333333334,114.71426744572818
19,0.7690219141669192,0.7492666666666666,120.45038527622819
20,0.7661133065062055,0.7508666666666667,126.14043226465583
21,0.7616744541515739,0.7512,131.83807967044413
22,0.7588431299743006,0.7519333333333333,137.4217178095132
23,0.7558677691524311,0.7525333333333334,143.07569125294685
24,0.7454064589435772,0.7586,148.6528758686036
25,0.7445478469638501,0.7534666666666666,154.34883082844317
26,0.7431077406568042,0.7556,160.05066963471472
27,0.7387722586676225,0.7564666666666666,165.72078499011695
28,0.7359145420082545,0.7590666666666667,171.62504954822361
29,0.728514164686203,0.7626,177.16573000140488
