,epoch_losses,accuracies,elapsed_time
0,2.302227536668169,0.1111,15.62449256889522
1,2.2897069738266316,0.13173333333333334,28.059654308483005
2,2.226725379456865,0.23596666666666666,40.12942460179329
3,1.92912207461418,0.3161,52.2625217884779
4,1.6522269588835696,0.40286666666666665,64.34362306818366
5,1.3513356213874006,0.5165,76.47825525142252
6,1.1171265726393842,0.6059666666666667,88.5625743959099
7,0.9995449948818126,0.6531666666666667,100.63163961283863
8,0.9288558452687365,0.6763,112.68538837879896
9,0.8762363631674583,0.6981333333333334,124.75427190959454
10,0.8372810112669112,0.7116,136.83553318493068
11,0.8068071613920496,0.7224666666666667,148.90994405560195
12,0.7847100676374232,0.7327333333333333,160.96810455992818
13,0.7649751826803735,0.7411333333333333,173.04169888049364
14,0.7476065581149244,0.7494,185.09755112417042
15,0.7331104845442671,0.7554666666666666,197.180736919865
16,0.720127930666538,0.7604333333333333,209.22833212837577
17,0.7080966024956805,0.7659666666666667,221.29069017618895
18,0.6957582138954325,0.7703333333333333,233.348014799878
19,0.6855522973740354,0.7742333333333333,245.46470272913575
20,0.6773164328108443,0.7765666666666666,257.5792185999453
21,0.6739536484505267,0.7778333333333334,269.68606709875166
22,0.6487516316961734,0.7871333333333334,281.7243662904948
23,0.6490131960270252,0.7875,293.7678481321782
24,0.6406093544148385,0.7895333333333333,305.8888265490532
25,0.633725490595432,0.7916333333333333,317.94473502598703
26,0.6222229177647448,0.7948333333333333,330.00269751250744
27,0.6172762936734139,0.7969,342.0626477841288
28,0.6119058439072143,0.7985666666666666,354.08298747986555
29,0.6052230950365676,0.8006666666666666,366.12986399419606
013,366.13007022440434
